State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Gujarat,Rajkot,Gondal(Veg.market Gondal),Papaya,Other,Medium,07/30/2023,1000,2000,1500
Himachal Pradesh,Kullu,Bhuntar,Papaya,Other,Medium,07/30/2023,4000,4300,4250
Maharashtra,Pune,Pune(Moshi),Papaya,Other,FAQ,07/30/2023,2000,2000,2000
Telangana,Warangal,Warangal,Papaya,Papaya,Medium,07/30/2023,1500,1500,1500
Uttar Pradesh,Gautam Budh Nagar,Dadri,Papaya,Papaya,Medium,07/30/2023,2330,2530,2430
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Papaya,Papaya,Medium,07/30/2023,1420,1500,1450
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Papaya,Papaya,Medium,07/30/2023,2350,2530,2430
Uttar Pradesh,Siddharth Nagar,Naugarh,Papaya,Papaya,Medium,07/30/2023,2340,2360,2350
Uttar Pradesh,Sultanpur,Jafarganj,Papaya,Papaya,Medium,07/30/2023,2700,2800,2750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Papaya,Other,Medium,07/31/2023,2500,3200,2850
Gujarat,Rajkot,Gondal(Veg.market Gondal),Papaya,Other,Medium,07/31/2023,2000,3500,2750
Haryana,Kurukshetra,Pehowa,Papaya,Other,Medium,07/31/2023,1600,1600,1600
Himachal Pradesh,Hamirpur,Hamirpur,Papaya,Other,Medium,07/31/2023,4000,4500,4250
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Papaya,Other,Medium,07/31/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,07/31/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,07/31/2023,4800,5200,5000
Himachal Pradesh,Kangra,Palampur,Papaya,Other,Medium,07/31/2023,4200,4500,4350
Himachal Pradesh,Kullu,Bhuntar,Papaya,Other,Medium,07/31/2023,4000,4500,4200
Himachal Pradesh,Kullu,Kullu,Papaya,Other,Medium,07/31/2023,4000,4500,4200
Himachal Pradesh,Shimla,Shimla,Papaya,Other,Medium,07/31/2023,4000,6000,4500
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Papaya,Papaya,Large,07/31/2023,3300,3700,3500
Jammu and Kashmir,Kathua,Kathua,Papaya,Other,Medium,07/31/2023,3000,4000,3500
Kerala,Malappuram,Manjeri,Papaya,Papaya,Large,07/31/2023,2400,2500,2450
Madhya Pradesh,Dhar,Dhar(F&V),Papaya,Other,Medium,07/31/2023,2000,4000,3000
Maharashtra,Pune,Pune,Papaya,Other,FAQ,07/31/2023,1000,2500,1700
Maharashtra,Pune,Pune(Moshi),Papaya,Other,FAQ,07/31/2023,1500,2000,1750
Nagaland,Mokokchung,Mokokchung Town,Papaya,Other,Medium,07/31/2023,1500,2500,2000
Nagaland,Wokha,Wokha Town,Papaya,Other,Medium,07/31/2023,4000,4700,4500
Punjab,Barnala,Barnala,Papaya,Other,Large,07/31/2023,2500,6000,4250
Punjab,Fazilka,Jalalabad,Papaya,Other,Large,07/31/2023,4000,4500,4300
Punjab,Gurdaspur,Dinanagar,Papaya,Papaya,Medium,07/31/2023,3500,4000,4000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Papaya,Papaya,Medium,07/31/2023,900,1200,1100
Punjab,Ropar (Rupnagar),Morinda,Papaya,Papaya,Medium,07/31/2023,2000,3000,2500
Rajasthan,Jaipur,Jaipur(F&V),Papaya,Other,Medium,07/31/2023,3500,4000,3750
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Papaya,Other,Medium,07/31/2023,1000,2000,1500
Telangana,Warangal,Warangal,Papaya,Papaya,Medium,07/31/2023,1500,1500,1500
Uttar Pradesh,Agra,Agra,Papaya,Papaya,Medium,07/31/2023,2800,3000,2920
Uttar Pradesh,Ambedkarnagar,Akbarpur,Papaya,Papaya,Medium,07/31/2023,2700,2880,2800
Uttar Pradesh,Badaun,Badayoun,Papaya,Papaya,Medium,07/31/2023,2430,2530,2490
Uttar Pradesh,Bahraich,Bahraich,Papaya,Papaya,Medium,07/31/2023,2525,2700,2620
Uttar Pradesh,Barabanki,Barabanki,Papaya,Papaya,Medium,07/31/2023,2900,3000,2950
Uttar Pradesh,Bulandshahar,Sikanderabad,Papaya,Papaya,Medium,07/31/2023,2200,2600,2400
Uttar Pradesh,Bulandshahar,Siyana,Papaya,Papaya,Medium,07/31/2023,1600,1800,1700
Uttar Pradesh,Faizabad,Faizabad,Papaya,Papaya,Medium,07/31/2023,2400,2500,2450
Uttar Pradesh,Ghaziabad,Ghaziabad,Papaya,Papaya,Medium,07/31/2023,2350,2450,2400
Uttar Pradesh,Ghaziabad,Noida,Papaya,Papaya,Medium,07/31/2023,2320,2520,2420
Uttar Pradesh,Jalaun (Orai),Konch,Papaya,Papaya,Medium,07/31/2023,2150,2250,2200
Uttar Pradesh,Mirzapur,Mirzapur,Papaya,Papaya,Medium,07/31/2023,2575,2675,2625
Uttar Pradesh,Muzaffarnagar,Shamli,Papaya,Papaya,Medium,07/31/2023,2375,2475,2425
Uttar Pradesh,Rampur,Rampur,Papaya,Papaya,Medium,07/31/2023,2530,2605,2560
Uttar Pradesh,Sitapur,Sitapur,Papaya,Papaya,Medium,07/31/2023,2300,2500,2400
Uttar Pradesh,Sultanpur,Jafarganj,Papaya,Papaya,Medium,07/31/2023,2720,2800,2760
Uttar Pradesh,Sultanpur,Sultanpur,Papaya,Papaya,Medium,07/31/2023,2580,2850,2730
Gujarat,Rajkot,Gondal(Veg.market Gondal),Papaya,Other,Medium,08/01/2023,2000,3000,2500
Haryana,Kurukshetra,Thanesar,Papaya,Papaya,Medium,08/01/2023,4000,5000,4500
Himachal Pradesh,Chamba,Chamba,Papaya,Other,Medium,08/01/2023,4500,5000,4750
Himachal Pradesh,Hamirpur,Hamirpur,Papaya,Other,Medium,08/01/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,08/01/2023,4800,5200,5000
Himachal Pradesh,Kangra,Palampur,Papaya,Other,Medium,08/01/2023,4200,4500,4350
Himachal Pradesh,Kullu,Bhuntar,Papaya,Other,Medium,08/01/2023,4000,4500,4200
Himachal Pradesh,Kullu,Kullu,Papaya,Other,Medium,08/01/2023,4000,4500,4200
Himachal Pradesh,Mandi,Mandi(Mandi),Papaya,Papaya,Medium,08/01/2023,3000,4500,4000
Himachal Pradesh,Shimla,Shimla,Papaya,Other,Medium,08/01/2023,5000,6500,5500
Himachal Pradesh,Sirmore,Paonta Sahib,Papaya,Other,Medium,08/01/2023,4000,4500,4250
Himachal Pradesh,Una,Una,Papaya,Other,Medium,08/01/2023,4000,4500,4250
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Papaya,Other,Medium,08/01/2023,3000,3500,3250
Jammu and Kashmir,Kathua,Kathua,Papaya,Other,Medium,08/01/2023,4000,4500,4250
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,FAQ,08/01/2023,1000,2500,1800
Karnataka,Davangere,Davangere,Papaya,Papaya,FAQ,08/01/2023,1000,2000,1500
Karnataka,Gulbarga,Gulbarga,Papaya,Papaya,FAQ,08/01/2023,1000,1500,1250
Kerala,Malappuram,Manjeri,Papaya,Papaya,Large,08/01/2023,2400,2500,2450
Madhya Pradesh,Indore,Indore(F&V),Papaya,Papaya,Medium,08/01/2023,600,2200,1400
Madhya Pradesh,Katni,Katni(F&V),Papaya,Other,Medium,08/01/2023,1000,1200,1200
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market),Papaya,Other,FAQ,08/01/2023,1500,2000,1750
Maharashtra,Mumbai,Fruit Market,Papaya,Other,FAQ,08/01/2023,1500,3000,2250
Maharashtra,Pune,Pune,Papaya,Other,FAQ,08/01/2023,800,2000,1400
Maharashtra,Pune,Pune(Moshi),Papaya,Other,FAQ,08/01/2023,1000,1000,1000
Maharashtra,Sholapur,Solapur,Papaya,Other,FAQ,08/01/2023,500,1100,900
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Papaya,Other,Medium,08/01/2023,700,1600,1100
Punjab,Fazilka,Abohar,Papaya,Papaya,Medium,08/01/2023,2450,2800,2650
Punjab,Fazilka,Jalalabad,Papaya,Other,Large,08/01/2023,4000,4200,4200
Punjab,Ferozpur,Zira,Papaya,Other,Large,08/01/2023,2800,3200,3000
Punjab,Hoshiarpur,Dasuya,Papaya,Other,Large,08/01/2023,4000,4000,4000
Punjab,Hoshiarpur,Dasuya,Papaya,Other,Medium,08/01/2023,2000,2500,2250
Punjab,Hoshiarpur,Garh Shankar,Papaya,Other,Medium,08/01/2023,3000,4000,3500
Punjab,Hoshiarpur,Mukerian,Papaya,Papaya,Medium,08/01/2023,3500,5500,4500
Punjab,Hoshiarpur,Tanda Urmur,Papaya,Other,Medium,08/01/2023,3500,4000,3800
Punjab,Jalandhar,Jalandhar City(Jalandhar),Papaya,Papaya,Medium,08/01/2023,800,1200,1000
Punjab,Moga,Baghapurana,Papaya,Other,Medium,08/01/2023,3200,3700,3500
Punjab,Patiala,Nabha,Papaya,Other,Medium,08/01/2023,3200,3200,3200
Punjab,Ropar (Rupnagar),Morinda,Papaya,Papaya,Medium,08/01/2023,3000,3500,3200
Rajasthan,Bikaner,Bikaner(F&V),Papaya,Other,Medium,08/01/2023,2100,2300,2200
Rajasthan,Jaipur,Jaipur(F&V),Papaya,Other,Medium,08/01/2023,3500,4000,3750
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Papaya,Other,Medium,08/01/2023,600,1600,1000
Rajasthan,Udaipur,Udaipur(F&V),Papaya,Other,Medium,08/01/2023,1500,2200,1850
Telangana,Hyderabad,Gaddiannaram,Papaya,Other,Medium,08/01/2023,1200,2500,1800
Uttar Pradesh,Ambedkarnagar,Akbarpur,Papaya,Papaya,Medium,08/01/2023,2700,2880,2800
Uttar Pradesh,Bahraich,Bahraich,Papaya,Papaya,Medium,08/01/2023,2500,2675,2600
Uttar Pradesh,Faizabad,Faizabad,Papaya,Papaya,Medium,08/01/2023,2400,2500,2460
Uttar Pradesh,Gorakhpur,Gorakhpur,Papaya,Papaya,Medium,08/01/2023,2350,2600,2450
Uttar Pradesh,Jalaun (Orai),Konch,Papaya,Papaya,Medium,08/01/2023,2050,2150,2100
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Papaya,Papaya,Medium,08/01/2023,1420,1500,1454
Uttar Pradesh,Kanpur,Kanpur(Grain),Papaya,Papaya,Medium,08/01/2023,2450,2650,2550
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Papaya,Papaya,Medium,08/01/2023,238,245,241
Uttar Pradesh,Lakhimpur,Lakhimpur,Papaya,Papaya,Medium,08/01/2023,2400,2450,2430
Uttar Pradesh,Mathura,Mathura,Papaya,Papaya,Medium,08/01/2023,3000,3400,3200
Uttar Pradesh,Muradabad,Muradabad,Papaya,Papaya,Medium,08/01/2023,2500,2540,2520
Uttar Pradesh,Muzaffarnagar,Khatauli,Papaya,Papaya,Medium,08/01/2023,2400,2600,2500
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Papaya,Papaya,Medium,08/01/2023,2380,2500,2430
Uttar Pradesh,Muzaffarnagar,Shamli,Papaya,Papaya,Medium,08/01/2023,2350,2450,2400
Uttar Pradesh,Pillibhit,Pilibhit,Papaya,Papaya,Medium,08/01/2023,2415,2505,2465
Uttar Pradesh,Pillibhit,Puranpur,Papaya,Papaya,Medium,08/01/2023,2420,2500,2460
Uttar Pradesh,Raebarelli,Raibareilly,Papaya,Papaya,Medium,08/01/2023,2460,2500,2475
Uttar Pradesh,Rampur,Rampur,Papaya,Papaya,Large,08/01/2023,2530,2600,2560
Uttar Pradesh,Saharanpur,Saharanpur,Papaya,Papaya,Medium,08/01/2023,2250,2550,2400
Uttar Pradesh,Siddharth Nagar,Naugarh,Papaya,Papaya,Medium,08/01/2023,2340,2360,2350
Uttar Pradesh,Sitapur,Sitapur,Papaya,Papaya,Medium,08/01/2023,2300,2500,2420
Uttar Pradesh,Sultanpur,Jafarganj,Papaya,Papaya,Medium,08/01/2023,2700,2770,2730
Uttar Pradesh,Sultanpur,Sultanpur,Papaya,Papaya,Medium,08/01/2023,2580,2850,2725
Uttrakhand,Dehradoon,Rishikesh,Papaya,Other,Small,08/01/2023,3000,4000,3200
Uttrakhand,Haridwar,Haridwar Union,Papaya,Other,Medium,08/01/2023,2000,2600,2300
Uttrakhand,UdhamSinghNagar,Kashipur,Papaya,Other,Large,08/01/2023,1500,1800,1800
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,08/02/2023,4800,5200,5000
Himachal Pradesh,Kangra,Palampur,Papaya,Other,Medium,08/02/2023,4200,4500,4350
Uttrakhand,Dehradoon,Vikasnagar,Papaya,Other,Medium,08/02/2023,1600,2000,2000
,,,,,,,,,
Himachal Pradesh,Kangra,Palampur,Guava,Other,Medium,07/27/2023,8000,11500,9750
Haryana,Hissar,Barwala(Hisar),Guava,Other,Medium,07/28/2023,2000,3000,2500
Haryana,Hissar,Hansi,Guava,Other,Medium,07/28/2023,3000,3000,3000
Haryana,Kurukshetra,Shahabad,Guava,Guava,Medium,07/28/2023,4500,5000,4700
Haryana,Rohtak,Meham,Guava,Guava,Medium,07/28/2023,3000,3000,3000
Haryana,Sirsa,kalanwali,Guava,Other,Medium,07/28/2023,3000,3000,3000
Haryana,Sonipat,Gohana,Guava,Other,Large,07/28/2023,1500,2000,1500
Himachal Pradesh,Kangra,Kangra,Guava,Other,Medium,07/28/2023,3500,4000,3750
Himachal Pradesh,Mandi,Mandi(Mandi),Guava,Guava,Medium,07/28/2023,7000,10000,8000
Maharashtra,Pune,Pune,Guava,Other,FAQ,07/28/2023,1500,3500,3000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Guava,Other,Medium,07/28/2023,1200,2800,2600
Rajasthan,Bikaner,Bikaner(F&V),Guava,Other,Medium,07/28/2023,2800,3000,2900
Uttar Pradesh,Bulandshahar,Anoop Shahar,Guava,Guava,Large,07/28/2023,1600,2000,1800
Uttar Pradesh,Bulandshahar,Sikanderabad,Guava,Guava,Medium,07/28/2023,1500,1800,1600
Uttar Pradesh,Bulandshahar,Siyana,Guava,Guava,Medium,07/28/2023,1800,1960,1900
Uttar Pradesh,Jalaun (Orai),Jalaun,Guava,Guava,Medium,07/28/2023,800,1050,1000
Uttar Pradesh,Muzaffarnagar,Kadhle,Guava,Guava,Medium,07/28/2023,2100,2200,2150
Uttar Pradesh,Shahjahanpur,Tilhar,Guava,Guava,Medium,07/28/2023,480,550,515
Uttrakhand,Haridwar,Manglaur,Guava,Other,Medium,07/28/2023,2000,2500,2200
Uttrakhand,Nanital,Ramnagar,Guava,Other,Medium,07/28/2023,1800,2200,2000
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Guava,Other,Medium,07/28/2023,6000,7000,6500
Haryana,Faridabad,Ballabhgarh,Guava,Other,Medium,07/29/2023,1000,1500,1200
Haryana,Hissar,Barwala(Hisar),Guava,Other,Medium,07/29/2023,2500,3000,2800
Haryana,Kurukshetra,Shahabad,Guava,Guava,Medium,07/29/2023,5000,5000,5000
Haryana,Sonipat,Ganaur,Guava,Other,Medium,07/29/2023,3000,4000,3500
Haryana,Sonipat,Gohana,Guava,Other,Large,07/29/2023,2000,5000,2000
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Guava,Guava,Medium,07/29/2023,1810,2000,1850
Uttrakhand,Haridwar,Manglaur,Guava,Other,Medium,07/29/2023,2500,4000,3500
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Guava,Guava,Medium,07/30/2023,1810,2000,1850
Gujarat,Rajkot,Gondal(Veg.market Gondal),Guava,Guava,Medium,07/31/2023,1000,3500,2250
Haryana,Hissar,Hansi,Guava,Other,Medium,07/31/2023,2000,2800,2500
Haryana,Kurukshetra,Shahabad,Guava,Guava,Medium,07/31/2023,5000,5500,5200
Himachal Pradesh,Kangra,Kangra,Guava,Other,Medium,07/31/2023,10000,11000,10500
Maharashtra,Pune,Pune,Guava,Other,FAQ,07/31/2023,1500,3500,2500
Punjab,Barnala,Barnala,Guava,Other,Large,07/31/2023,4000,10000,7000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Guava,Other,Medium,07/31/2023,1200,2800,2500
Uttar Pradesh,Bulandshahar,Siyana,Guava,Guava,Medium,07/31/2023,3200,3400,3300
Uttar Pradesh,Muzaffarnagar,Kadhle,Guava,Guava,Medium,07/31/2023,2100,2200,2150
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Guava,Other,Medium,07/31/2023,5000,6000,5500
Haryana,Gurgaon,Pataudi,Guava,Other,Large,08/01/2023,1800,2200,2000
Haryana,Hissar,Barwala(Hisar),Guava,Other,Medium,08/01/2023,2000,2500,2400
Haryana,Hissar,Uklana,Guava,Guava,Medium,08/01/2023,2000,2500,2500
Haryana,Kurukshetra,Shahabad,Guava,Guava,Medium,08/01/2023,2000,6000,5000
Haryana,Kurukshetra,Thanesar,Guava,Guava,Medium,08/01/2023,6000,8000,7000
Haryana,Rohtak,Meham,Guava,Guava,Medium,08/01/2023,2500,2500,2500
Haryana,Rohtak,Rohtak,Guava,Other,Large,08/01/2023,1500,3000,2000
Haryana,Sonipat,Gohana,Guava,Other,Large,08/01/2023,2000,6000,2000
Himachal Pradesh,Mandi,Mandi(Mandi),Guava,Guava,Medium,08/01/2023,7000,11000,9000
Himachal Pradesh,Una,Una,Guava,Guava,Medium,08/01/2023,10000,12000,11000
Karnataka,Gulbarga,Gulbarga,Guava,Guava,FAQ,08/01/2023,800,1500,1150
Maharashtra,Mumbai,Fruit Market,Guava,Other,FAQ,08/01/2023,2000,6000,4000
Maharashtra,Pune,Pune,Guava,Other,FAQ,08/01/2023,1500,3500,2500
Maharashtra,Sholapur,Solapur,Guava,Other,FAQ,08/01/2023,1000,4000,2500
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Guava,Other,Medium,08/01/2023,2000,4500,3500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Guava,Other,Medium,08/01/2023,1100,2700,2400
Punjab,Patiala,Nabha,Guava,Other,Medium,08/01/2023,3500,6000,4800
Rajasthan,Bikaner,Bikaner(F&V),Guava,Other,Medium,08/01/2023,2800,3000,2900
Telangana,Hyderabad,Gaddiannaram,Guava,Guava,Medium,08/01/2023,1500,4500,2250
Uttar Pradesh,Jalaun (Orai),Jalaun,Guava,Guava,Medium,08/01/2023,900,1200,1000
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Guava,Guava,Medium,08/01/2023,1810,2000,1850
Uttar Pradesh,Lakhimpur,Paliakala,Guava,Guava,Medium,08/01/2023,1800,2000,1900
Uttrakhand,Haridwar,Manglaur,Guava,Other,Medium,08/01/2023,2500,4000,3500
Uttrakhand,UdhamSinghNagar,Kashipur,Guava,Other,Large,08/01/2023,1800,2400,2000
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Guava,Other,Medium,08/01/2023,5000,6000,5500
,,,,,,,,,
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Peach,Other,Large,07/28/2023,1200,1600,1400
Jammu and Kashmir,Srinagar,Ganderbal,Peach,Peach,Large,07/28/2023,1500,2500,2000
Uttrakhand,Nanital,Haldwani,Peach,Other,Large,07/28/2023,1000,2000,1200
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Peach,Other,Large,07/31/2023,1800,2000,1900
